design_id,length,net_charge_pH7.4,gravy,hydrophobic_moment,aggregation_proxy,cys_count,delivery_proxy,n_liabilities,liabilities
KPC3_500_1,36,-5.02,0.169,0.568,1.829,0,0.473,1,homopolymer_run>=4
KPC3_501_0,36,0.01,-0.286,0.207,0.286,0,0.174,1,homopolymer_run>=4
KPC3_501_1,36,-1.02,0.206,0.21,0.943,0,0.175,1,homopolymer_run>=4
KPC3_502_0,36,-0.02,-0.45,0.798,0.7,0,0.5,0,
KPC3_502_1,36,-4.02,-0.767,0.786,0.7,0,0.5,0,
KPC3_503_0,36,-3.98,0.358,0.447,1.486,0,0.372,1,homopolymer_run>=4
KPC3_503_1,36,-0.95,-0.217,0.425,2.243,0,0.354,1,homopolymer_run>=4
KPC3_504_0,36,-2.03,-0.886,0.402,0.2,0,0.335,1,motif_DP
KPC3_504_1,36,-3.02,-1.383,0.595,-0.271,0,0.496,1,motif_DP
KPC3_505_0,36,-0.99,-0.869,0.55,0.943,0,0.458,1,motif_NG
KPC3_505_1,36,-0.99,-0.703,0.622,1.471,0,0.5,0,
KPC3_506_0,36,-2.02,-0.617,0.592,0.614,0,0.493,2,N-term_Q/E(pyroglutamate);homopolymer_run>=4
KPC3_506_1,36,1.97,-1.022,0.631,0.586,0,0.664,2,N-term_Q/E(pyroglutamate);homopolymer_run>=4
KPC3_507_0,36,-1.02,0.467,0.33,1.614,0,0.275,1,homopolymer_run>=4
KPC3_507_1,36,-0.03,0.161,0.428,1.357,0,0.356,1,homopolymer_run>=4
KPC3_508_0,36,0.01,-0.45,0.466,1.5,0,0.389,1,motif_DG
KPC3_508_1,36,0.01,-0.581,0.646,1.671,0,0.501,1,motif_DG
KPC3_509_0,36,-4.03,-0.464,0.547,0.557,0,0.456,0,
KPC3_509_1,36,-1.03,-0.8,0.711,0.929,0,0.5,1,N-term_Q/E(pyroglutamate)
KPC3_510_0,24,-2.02,0.333,0.415,1.529,0,0.346,0,
KPC3_510_1,24,-1.02,0.483,0.439,1.614,0,0.366,0,
KPC3_511_0,24,-0.02,0.271,0.284,1.243,0,0.237,3,N-term_Q/E(pyroglutamate);motif_NG;homopolymer_run>=4
KPC3_511_1,24,-1.02,-0.229,0.294,1.071,0,0.245,3,N-term_Q/E(pyroglutamate);motif_NG;homopolymer_run>=4
KPC3_512_0,24,-1.02,-0.25,0.387,1.571,0,0.322,0,
KPC3_512_1,24,0.97,-0.263,0.363,1.114,0,0.384,0,
KPC3_513_0,24,0.98,-0.171,0.243,1.786,0,0.284,2,motif_NS;homopolymer_run>=4
KPC3_513_1,24,-0.02,0.017,0.346,1.357,0,0.289,1,homopolymer_run>=4
KPC3_514_0,24,1.98,0.629,0.288,2.343,0,0.404,1,homopolymer_run>=4
KPC3_514_1,24,1.98,0.267,0.283,1.9,0,0.4,1,homopolymer_run>=4
KPC3_515_0,24,-1.02,0.096,0.329,0.8,0,0.274,2,motif_DG;homopolymer_run>=4
KPC3_515_1,24,-0.02,0.175,0.256,1.157,0,0.213,0,
KPC3_516_0,24,-3.03,-0.767,0.339,0.914,0,0.283,2,N-term_Q/E(pyroglutamate);motif_DP
KPC3_516_1,24,-5.03,-0.7,0.274,0.886,0,0.228,1,N-term_Q/E(pyroglutamate)
KPC3_517_0,24,-1.02,-0.288,0.174,0.514,0,0.145,2,motif_DP;homopolymer_run>=4
KPC3_517_1,24,-0.02,-0.142,0.112,0.514,0,0.093,1,homopolymer_run>=4
KPC3_518_0,24,-0.99,-1.079,0.682,-0.2,0,0.5,1,motif_DG
KPC3_518_1,24,-0.99,-1.033,0.682,-0.329,0,0.5,1,motif_DG
KPC3_519_0,24,-0.03,0.154,0.334,0.914,0,0.279,0,
KPC3_519_1,24,-0.03,0.933,0.408,2.429,0,0.34,0,
KPC3_520_0,30,-3.03,-0.373,0.299,0.943,0,0.249,2,motif_DG;homopolymer_run>=4
KPC3_520_1,30,-1.99,-0.137,0.296,1.314,0,0.247,2,motif_DS;homopolymer_run>=4
KPC3_521_0,30,-3.03,0.013,0.238,1.543,0,0.198,1,motif_DG
KPC3_521_1,30,-3.02,0.423,0.152,1.486,0,0.127,0,
KPC3_522_0,30,-3.02,0.073,0.417,1.814,0,0.348,1,motif_NG
KPC3_522_1,30,-3.03,0.21,0.493,1.914,0,0.411,2,N-term_Q/E(pyroglutamate);motif_NG
KPC3_523_0,30,-3.02,0.05,0.481,2.114,0,0.401,0,
KPC3_523_1,30,-4.03,-0.153,0.356,1.386,0,0.297,0,
KPC3_524_0,30,-0.03,-0.48,0.507,0.843,0,0.423,0,
KPC3_524_1,30,-0.03,-0.48,0.348,0.9,0,0.29,0,
KPC3_525_0,30,-1.03,-0.253,0.367,1.171,0,0.306,0,
KPC3_525_1,30,0.97,-0.213,0.424,0.843,0,0.434,0,
KPC3_526_0,30,-2.02,-0.777,0.565,0.814,0,0.471,0,
KPC3_526_1,30,-0.02,-0.81,0.762,0.771,0,0.5,0,
KPC3_527_0,30,0.98,0.047,0.548,2.686,0,0.538,1,motif_DG
KPC3_527_1,30,2.01,0.377,0.372,2.057,0,0.478,0,
KPC3_528_0,30,-2.03,0.153,0.372,1.014,0,0.31,0,
KPC3_528_1,30,-1.03,0.21,0.39,1.014,0,0.325,0,
KPC3_529_0,30,-3.03,-0.72,0.565,2.2,0,0.471,0,
KPC3_529_1,30,-2.03,-0.837,0.511,2.514,0,0.426,0,
KPC3_530_0,39,-1.03,-1.313,0.535,1.071,0,0.446,0,
KPC3_530_1,39,-0.03,-1.013,0.578,1.071,0,0.481,1,motif_DP
KPC3_531_0,39,1.97,-0.136,0.462,2.343,0,0.549,2,motif_DG;motif_DP
KPC3_531_1,39,1.97,-0.795,0.635,0.386,0,0.664,2,motif_DG;motif_DP
KPC3_532_0,39,-0.02,1.531,0.124,1.8,0,0.104,2,N-term_Q/E(pyroglutamate);homopolymer_run>=4
KPC3_532_1,39,-0.02,1.828,0.062,1.957,0,0.052,2,N-term_Met(ox);homopolymer_run>=4
KPC3_533_0,39,0.97,-1.021,0.534,1.486,0,0.526,0,
KPC3_533_1,39,-3.03,-0.764,0.749,1.429,0,0.5,1,N-term_Q/E(pyroglutamate)
KPC3_534_0,39,-3.99,-0.19,0.536,1.071,0,0.447,0,
KPC3_534_1,39,-1.99,-0.341,0.534,1.8,0,0.445,0,
KPC3_535_0,39,-3.02,0.226,0.225,1.229,0,0.187,1,homopolymer_run>=4
KPC3_535_1,39,-1.02,0.174,0.202,1.271,0,0.168,1,homopolymer_run>=4
KPC3_536_0,39,-2.02,0.749,0.537,1.914,0,0.448,2,N-term_Met(ox);homopolymer_run>=4
KPC3_536_1,39,-1.02,1.087,0.251,2.814,0,0.209,2,N-term_Met(ox);homopolymer_run>=4
KPC3_537_0,39,-2.03,0.038,0.555,2.486,0,0.463,1,motif_DP
KPC3_537_1,39,-0.03,0.003,0.606,2.771,0,0.5,0,
KPC3_538_0,39,-0.03,1.113,0.338,2.143,0,0.281,1,homopolymer_run>=4
KPC3_538_1,39,-4.02,0.526,0.495,1.8,0,0.412,1,homopolymer_run>=4
KPC3_539_0,39,-4.02,1.072,0.352,1.943,0,0.293,1,homopolymer_run>=4
KPC3_539_1,39,-1.02,1.308,0.197,2.143,0,0.164,1,homopolymer_run>=4
KPC3_540_0,22,-0.02,1.027,0.269,2.586,0,0.224,1,homopolymer_run>=4
KPC3_540_1,22,0.98,0.659,0.452,2.2,0,0.458,1,homopolymer_run>=4
KPC3_541_0,22,-1.02,0.032,0.582,0.786,0,0.485,0,
KPC3_541_1,22,-1.02,1.186,0.152,2.443,0,0.126,1,homopolymer_run>=4
KPC3_542_0,22,-1.02,-0.164,0.425,0.857,0,0.354,0,
KPC3_542_1,22,-5.02,0.109,0.392,0.857,0,0.327,0,
KPC3_543_0,22,0.97,0.15,0.294,1.529,0,0.326,1,homopolymer_run>=4
KPC3_543_1,22,-0.03,-0.114,0.327,1.529,0,0.272,1,motif_NG
KPC3_544_0,22,-1.02,0.082,0.184,0.543,0,0.153,1,homopolymer_run>=4
KPC3_544_1,22,-2.02,-0.391,0.49,0.314,0,0.408,1,homopolymer_run>=4
KPC3_545_0,22,-2.98,-0.95,0.575,0.243,0,0.479,0,
KPC3_545_1,22,-0.98,-0.745,0.473,0.771,0,0.394,1,motif_NG
KPC3_546_0,22,-0.02,-0.964,0.261,0.571,0,0.218,1,homopolymer_run>=4
KPC3_546_1,22,0.98,0.423,0.277,1.8,0,0.312,1,homopolymer_run>=4
KPC3_547_0,22,0.97,0.923,0.403,2.429,0,0.417,0,
KPC3_547_1,22,1.97,0.3,0.623,1.5,0,0.665,1,homopolymer_run>=4
KPC3_548_0,22,-4.02,-1.323,0.724,-0.129,0,0.5,0,
KPC3_548_1,22,-4.02,-1.141,0.644,-0.129,0,0.5,0,
KPC3_549_0,22,2.01,-1.455,0.322,1.643,0,0.436,1,homopolymer_run>=4
KPC3_549_1,22,0.97,-1.118,0.435,1.6,0,0.443,1,motif_DS
KPC3_550_0,17,-0.02,-0.753,0.222,-0.029,0,0.185,2,motif_DS;homopolymer_run>=4
KPC3_550_1,17,0.98,-0.571,0.226,0.286,0,0.27,1,homopolymer_run>=4
KPC3_551_0,17,-2.02,-0.794,0.416,0.586,0,0.347,0,
KPC3_551_1,17,-2.02,-0.753,0.443,0.686,0,0.369,0,
KPC3_552_0,17,-0.03,-0.753,0.105,-0.257,0,0.088,0,
KPC3_552_1,17,-1.03,-1.282,0.265,-1.071,0,0.221,1,motif_DP
KPC3_553_0,17,-1.02,-0.118,0.668,0.829,0,0.5,0,
KPC3_553_1,17,0.98,-0.176,0.668,0.829,0,0.581,0,
KPC3_554_0,17,-2.02,1.059,0.208,2.371,0,0.173,1,homopolymer_run>=4
KPC3_554_1,17,-2.02,0.571,0.222,2.429,0,0.185,1,motif_NS
KPC3_555_0,17,-0.02,-0.612,0.574,0.771,0,0.478,1,motif_NG
KPC3_555_1,17,0.98,-0.3,0.564,0.771,0,0.552,1,motif_NG
KPC3_556_0,17,0.98,-0.865,0.757,-0.186,0,0.581,0,
KPC3_556_1,17,-0.02,-0.006,0.498,1.171,0,0.415,0,
KPC3_557_0,17,-0.02,-0.006,0.314,0.557,0,0.262,1,homopolymer_run>=4
KPC3_557_1,17,-0.02,0.165,0.235,1.0,0,0.195,1,homopolymer_run>=4
KPC3_558_0,17,0.98,-0.994,0.43,-0.414,0,0.439,0,
KPC3_558_1,17,1.97,-0.618,0.265,-0.043,0,0.385,0,
KPC3_559_0,17,-0.02,1.576,0.249,2.486,0,0.208,1,homopolymer_run>=4
KPC3_559_1,17,-0.02,1.265,0.281,2.329,0,0.234,0,
KPC3_560_0,24,-3.02,-0.604,0.577,1.1,0,0.481,2,N-term_Q/E(pyroglutamate);motif_NG
KPC3_560_1,24,-1.02,0.321,0.688,1.2,0,0.5,0,
KPC3_561_0,24,-1.03,0.546,0.194,1.457,0,0.161,1,homopolymer_run>=4
KPC3_561_1,24,-0.03,0.417,0.156,1.457,0,0.13,0,
KPC3_562_0,24,-0.02,0.287,0.143,1.529,0,0.119,0,
KPC3_562_1,24,-0.02,0.471,0.137,1.529,0,0.114,0,
KPC3_563_0,24,-3.02,-0.317,0.333,1.186,0,0.277,0,
KPC3_563_1,24,-1.02,0.221,0.52,1.943,0,0.433,1,homopolymer_run>=4
KPC3_564_0,24,-2.03,0.179,0.272,1.629,0,0.227,0,
KPC3_564_1,24,-2.03,0.112,0.372,1.014,0,0.31,0,
KPC3_565_0,24,-3.02,-1.213,0.338,-0.2,0,0.281,1,motif_NS
KPC3_565_1,24,-0.02,-0.817,0.348,0.557,0,0.29,0,
KPC3_566_0,24,0.98,0.262,0.328,1.171,0,0.354,1,homopolymer_run>=4
KPC3_566_1,24,1.97,-0.317,0.246,1.171,0,0.369,1,homopolymer_run>=4
KPC3_567_0,24,-0.02,-0.05,0.488,0.886,0,0.407,1,motif_DP
KPC3_567_1,24,-0.02,0.112,0.519,1.371,0,0.433,1,motif_DP
KPC3_568_0,24,-0.02,0.212,0.058,0.829,0,0.049,1,homopolymer_run>=4
KPC3_568_1,24,-0.02,0.008,0.049,0.543,0,0.041,1,homopolymer_run>=4
KPC3_569_0,24,0.98,-0.638,0.367,1.743,0,0.387,1,motif_DP
KPC3_569_1,24,-0.02,-0.375,0.468,1.743,0,0.39,1,motif_DP
KPC3_570_0,22,-0.03,-1.332,0.408,-0.343,0,0.34,1,motif_DG
KPC3_570_1,22,1.97,-1.05,0.521,0.243,0,0.599,0,
KPC3_571_0,22,1.97,-0.645,0.406,1.9,0,0.502,1,homopolymer_run>=4
KPC3_571_1,22,-0.02,0.245,0.384,2.657,0,0.32,0,
KPC3_572_0,22,0.97,0.036,0.27,0.857,0,0.306,1,homopolymer_run>=4
KPC3_572_1,22,-1.02,0.195,0.12,1.171,0,0.1,1,homopolymer_run>=4
KPC3_573_0,22,0.97,-0.386,0.211,0.214,0,0.257,0,
KPC3_573_1,22,-0.02,-0.018,0.207,0.586,0,0.172,0,
KPC3_574_0,22,-0.02,0.991,0.072,2.114,0,0.06,1,homopolymer_run>=4
KPC3_574_1,22,-0.02,1.014,0.277,2.086,0,0.231,0,
KPC3_575_0,22,-0.03,-1.6,0.47,0.229,0,0.392,0,
KPC3_575_1,22,-0.03,-1.227,0.295,0.729,0,0.245,0,
KPC3_576_0,22,-1.03,0.282,0.151,1.614,0,0.126,1,homopolymer_run>=4
KPC3_576_1,22,-1.02,0.65,0.102,1.329,0,0.085,1,homopolymer_run>=4
KPC3_577_0,22,-2.02,-0.064,0.539,1.571,0,0.449,0,
KPC3_577_1,22,-3.02,0.355,0.538,1.586,0,0.448,1,motif_DP
KPC3_578_0,22,-0.02,-0.468,0.403,1.971,0,0.336,2,motif_DG;motif_DP
KPC3_578_1,22,-1.99,-0.045,0.221,2.3,0,0.184,2,motif_DG;motif_DS
KPC3_579_0,22,-3.03,-1.027,0.29,-0.514,0,0.242,0,
KPC3_579_1,22,-2.03,-0.345,0.236,0.729,0,0.196,0,
KPC3_580_0,27,-0.02,0.667,0.111,1.886,0,0.093,1,homopolymer_run>=4
KPC3_580_1,27,-0.02,0.541,0.108,2.229,0,0.09,1,homopolymer_run>=4
KPC3_581_0,27,-3.03,-0.541,0.451,1.429,0,0.376,0,
KPC3_581_1,27,-3.03,-0.659,0.451,1.429,0,0.376,0,
KPC3_582_0,27,-0.03,-0.4,0.445,1.043,0,0.371,0,
KPC3_582_1,27,-0.03,-0.496,0.459,1.371,0,0.382,0,
KPC3_583_0,27,-2.02,-0.526,0.609,0.314,0,0.5,1,motif_DG
KPC3_583_1,27,-2.02,-0.559,0.444,0.671,0,0.37,1,motif_DG
KPC3_584_0,27,-1.02,1.133,0.165,2.371,0,0.138,1,homopolymer_run>=4
KPC3_584_1,27,-1.02,0.985,0.181,2.143,0,0.151,1,homopolymer_run>=4
KPC3_585_0,27,-1.02,-0.2,0.181,0.929,0,0.151,0,
KPC3_585_1,27,0.98,0.348,0.322,1.786,0,0.35,1,homopolymer_run>=4
KPC3_586_0,27,-0.02,1.374,0.245,3.286,0,0.204,0,
KPC3_586_1,27,-1.02,0.893,0.159,2.371,0,0.132,2,motif_DP;homopolymer_run>=4
KPC3_587_0,27,-0.03,0.396,0.491,1.043,0,0.409,1,motif_NS
KPC3_587_1,27,-1.02,0.781,0.427,1.857,0,0.356,0,
KPC3_588_0,27,-0.03,-0.063,0.072,0.571,0,0.06,1,homopolymer_run>=4
KPC3_588_1,27,-0.02,0.393,0.102,1.371,0,0.085,1,homopolymer_run>=4
KPC3_589_0,27,0.01,1.093,0.135,1.9,0,0.113,1,homopolymer_run>=4
KPC3_589_1,27,-2.98,0.137,0.587,1.243,0,0.49,1,N-term_Q/E(pyroglutamate)
KPC3_590_0,30,-1.02,0.873,0.111,1.514,0,0.092,0,
KPC3_590_1,30,0.97,0.177,0.391,1.186,0,0.407,1,homopolymer_run>=4
KPC3_591_0,30,-2.02,0.107,0.479,1.357,0,0.399,1,homopolymer_run>=4
KPC3_591_1,30,-4.02,0.1,0.434,1.357,0,0.362,1,homopolymer_run>=4
KPC3_592_0,30,-0.02,0.293,0.326,1.8,0,0.271,1,homopolymer_run>=4
KPC3_592_1,30,-0.02,0.56,0.22,1.8,0,0.183,2,motif_DP;homopolymer_run>=4
KPC3_593_0,30,-0.03,-0.31,0.57,1.186,0,0.475,1,motif_DG
KPC3_593_1,30,-3.02,-0.223,0.514,1.186,0,0.428,1,motif_DG
KPC3_594_0,30,-1.03,-1.13,0.542,0.771,0,0.451,1,motif_NS
KPC3_594_1,30,-3.99,-0.467,0.456,1.671,0,0.38,1,motif_NS
KPC3_595_0,30,-3.02,0.36,0.601,1.771,0,0.5,0,
KPC3_595_1,30,-3.02,0.243,0.588,1.371,0,0.49,0,
KPC3_596_0,30,-1.03,-0.01,0.248,1.1,0,0.206,0,
KPC3_596_1,30,-0.03,-0.173,0.336,1.657,0,0.28,0,
KPC3_597_0,30,-2.02,0.73,0.3,2.143,0,0.25,1,homopolymer_run>=4
KPC3_597_1,30,-1.02,-0.9,0.71,1.743,0,0.5,0,
KPC3_598_0,30,-2.03,0.04,0.406,1.057,0,0.339,0,
KPC3_598_1,30,-3.02,0.62,0.236,1.429,0,0.197,0,
KPC3_599_0,30,-2.03,-1.07,0.571,0.914,0,0.476,1,homopolymer_run>=4
KPC3_599_1,30,0.97,-0.767,0.589,0.443,0,0.572,1,homopolymer_run>=4
KPC3_600_0,20,-0.99,-1.045,0.513,-0.071,0,0.427,0,
KPC3_600_1,20,-0.03,-0.705,0.475,0.5,0,0.395,0,
KPC3_601_0,20,-0.02,-0.29,0.175,0.286,0,0.146,0,
KPC3_601_1,20,-0.03,-0.315,0.116,0.343,0,0.097,1,homopolymer_run>=4
KPC3_602_0,20,-0.02,-0.3,0.252,0.343,0,0.21,1,homopolymer_run>=4
KPC3_602_1,20,-2.02,-0.14,0.098,0.371,0,0.081,1,motif_DG
KPC3_603_0,20,-1.02,0.92,0.22,1.771,0,0.183,0,
KPC3_603_1,20,-1.02,0.89,0.139,1.457,0,0.116,0,
KPC3_604_0,20,-0.99,0.79,0.44,1.229,0,0.367,0,
KPC3_604_1,20,1.01,-0.63,0.519,0.586,0,0.517,0,
KPC3_605_0,20,-0.02,-0.29,0.071,0.171,0,0.059,1,homopolymer_run>=4
KPC3_605_1,20,-0.02,0.025,0.095,0.514,0,0.079,1,homopolymer_run>=4
KPC3_606_0,20,-1.02,0.815,0.516,2.429,0,0.43,1,homopolymer_run>=4
KPC3_606_1,20,-0.02,0.69,0.463,1.8,0,0.386,1,homopolymer_run>=4
KPC3_607_0,20,-0.02,-0.11,0.382,0.2,0,0.319,2,motif_DG;homopolymer_run>=4
KPC3_607_1,20,1.98,-0.27,0.488,0.514,0,0.572,0,
KPC3_608_0,20,0.97,0.39,0.328,1.257,0,0.354,0,
KPC3_608_1,20,1.98,0.52,0.4,2.043,0,0.498,0,
KPC3_609_0,20,-0.02,-0.125,0.282,1.371,0,0.235,2,N-term_Q/E(pyroglutamate);motif_NG
KPC3_609_1,20,-1.02,0.36,0.306,1.771,0,0.255,2,N-term_Q/E(pyroglutamate);motif_NG
KPC3_610_0,26,1.97,-1.723,0.424,-0.943,0,0.518,1,motif_NG
KPC3_610_1,26,2.97,-1.015,0.514,0.471,0,0.676,1,motif_NG
KPC3_611_0,26,-0.03,0.131,0.333,1.557,0,0.278,0,
KPC3_611_1,26,0.97,-0.5,0.485,1.143,0,0.486,2,N-term_Met(ox);motif_NS
KPC3_612_0,26,-3.03,-0.738,0.449,1.2,0,0.374,2,motif_NS;homopolymer_run>=4
KPC3_612_1,26,-4.02,-0.269,0.166,1.057,0,0.139,2,motif_NS;homopolymer_run>=4
KPC3_613_0,26,-2.02,0.531,0.456,1.057,0,0.38,1,homopolymer_run>=4
KPC3_613_1,26,-1.03,-0.958,0.354,1.2,0,0.295,0,
KPC3_614_0,26,-3.03,-0.462,0.473,0.814,0,0.394,1,motif_DP
KPC3_614_1,26,-6.02,-0.573,0.566,0.814,0,0.471,3,motif_DG;motif_DP;motif_NS
KPC3_615_0,26,-0.02,-0.062,0.119,0.5,0,0.099,1,homopolymer_run>=4
KPC3_615_1,26,-0.02,-0.127,0.198,0.229,0,0.165,1,homopolymer_run>=4
KPC3_616_0,26,0.98,0.765,0.747,2.657,0,0.581,1,N-term_Met(ox)
KPC3_616_1,26,-1.03,0.623,0.557,1.9,0,0.464,1,N-term_Met(ox)
KPC3_617_0,26,-3.02,-0.808,0.309,0.4,0,0.258,0,
KPC3_617_1,26,-0.03,-1.004,0.424,0.229,0,0.353,1,motif_DP
KPC3_618_0,26,-3.02,-0.823,0.476,0.129,0,0.396,1,homopolymer_run>=4
KPC3_618_1,26,-4.02,-0.285,0.216,0.8,0,0.18,1,homopolymer_run>=4
KPC3_619_0,26,-2.03,0.131,0.31,0.929,0,0.258,1,motif_DP
KPC3_619_1,26,-3.02,-0.181,0.31,0.929,0,0.259,2,N-term_Q/E(pyroglutamate);motif_DP
KPC3_620_0,25,-0.02,0.448,0.422,1.443,0,0.352,1,homopolymer_run>=4
KPC3_620_1,25,-2.02,0.184,0.286,1.414,0,0.238,0,
KPC3_621_0,25,-2.02,-0.484,0.295,0.371,0,0.246,2,motif_DG;homopolymer_run>=4
KPC3_621_1,25,-1.02,-0.1,0.162,1.0,0,0.135,2,motif_DG;homopolymer_run>=4
KPC3_622_0,25,-1.02,0.356,0.117,1.829,0,0.098,1,homopolymer_run>=4
KPC3_622_1,25,-0.02,0.96,0.107,1.971,0,0.09,1,homopolymer_run>=4
KPC3_623_0,25,-3.02,-0.976,0.471,-0.014,0,0.392,0,
KPC3_623_1,25,-4.02,-0.12,0.507,1.143,0,0.423,0,
KPC3_624_0,25,-5.02,-0.652,0.389,0.243,0,0.324,1,motif_DP
KPC3_624_1,25,-2.02,-0.228,0.402,0.557,0,0.335,1,motif_DP
KPC3_625_0,25,-0.02,0.22,0.423,1.029,0,0.352,1,homopolymer_run>=4
KPC3_625_1,25,-0.03,0.756,0.136,1.943,0,0.113,1,homopolymer_run>=4
KPC3_626_0,25,-2.99,-0.484,0.384,0.386,0,0.32,1,motif_DP
KPC3_626_1,25,-0.99,-0.576,0.477,0.386,0,0.398,1,motif_DP
KPC3_627_0,25,-2.02,0.744,0.131,1.8,0,0.109,2,motif_DG;homopolymer_run>=4
KPC3_627_1,25,-1.02,0.616,0.415,1.729,0,0.346,1,motif_DG
KPC3_628_0,25,-2.02,1.12,0.226,2.143,0,0.188,1,homopolymer_run>=4
KPC3_628_1,25,-1.02,0.992,0.229,1.943,0,0.191,2,motif_DP;homopolymer_run>=4
KPC3_629_0,25,1.97,0.004,0.606,1.6,0,0.664,0,
KPC3_629_1,25,0.97,-0.152,0.606,1.6,0,0.581,0,
KPC3_630_0,41,-6.02,-0.129,0.437,1.986,0,0.364,1,motif_DP
KPC3_630_1,41,-0.02,-0.041,0.553,2.443,0,0.461,1,motif_DP
KPC3_631_0,41,-2.02,0.707,0.281,1.8,0,0.234,1,homopolymer_run>=4
KPC3_631_1,41,-1.02,0.666,0.17,1.514,0,0.142,1,homopolymer_run>=4
KPC3_632_0,41,-3.02,0.271,0.263,1.571,0,0.219,1,homopolymer_run>=4
KPC3_632_1,41,-1.02,0.088,0.393,1.571,0,0.327,1,homopolymer_run>=4
KPC3_633_0,41,-1.03,-0.485,0.63,1.329,0,0.5,0,
KPC3_633_1,41,-4.03,-0.141,0.508,1.329,0,0.424,1,motif_DP
KPC3_634_0,41,0.98,1.283,0.411,2.086,0,0.424,1,homopolymer_run>=4
KPC3_634_1,41,-0.02,0.729,0.174,2.086,0,0.145,1,homopolymer_run>=4
KPC3_635_0,41,-0.03,0.137,0.353,1.329,0,0.294,2,motif_NG;homopolymer_run>=4
KPC3_635_1,41,-0.03,-0.493,0.615,0.871,0,0.5,2,motif_NG;homopolymer_run>=4
KPC3_636_0,41,-1.02,-0.268,0.301,0.757,0,0.251,3,motif_DG;motif_DS;homopolymer_run>=4
KPC3_636_1,41,-1.02,0.134,0.184,1.071,0,0.153,1,homopolymer_run>=4
KPC3_637_0,41,-0.99,-0.856,0.548,0.829,0,0.457,2,motif_NG;motif_DG
KPC3_637_1,41,-0.98,-0.356,0.58,0.886,0,0.483,2,motif_NG;motif_DG
KPC3_638_0,41,-2.02,0.134,0.289,1.886,0,0.241,1,homopolymer_run>=4
KPC3_638_1,41,0.97,0.539,0.233,1.886,0,0.276,1,homopolymer_run>=4
KPC3_639_0,41,1.97,-0.029,0.766,0.971,0,0.664,2,motif_NG;motif_DP
KPC3_639_1,41,0.97,0.224,0.749,1.843,0,0.581,2,motif_NG;motif_DP
KPC3_640_0,18,-0.03,0.383,0.463,1.357,0,0.386,1,homopolymer_run>=4
KPC3_640_1,18,-0.02,0.45,0.419,1.357,0,0.349,1,homopolymer_run>=4
KPC3_641_0,18,-2.03,-0.128,0.386,1.029,0,0.321,0,
KPC3_641_1,18,-2.03,0.739,0.365,2.443,0,0.304,1,homopolymer_run>=4
KPC3_642_0,18,-1.02,0.161,0.396,0.557,0,0.33,1,motif_DP
KPC3_642_1,18,-1.02,0.861,0.159,1.757,0,0.132,1,motif_DP
KPC3_643_0,18,0.98,0.744,0.375,1.571,0,0.394,0,
KPC3_643_1,18,0.98,0.867,0.501,1.6,0,0.499,0,
KPC3_644_0,18,-1.98,-0.678,0.424,0.214,0,0.353,0,
KPC3_644_1,18,-0.99,-0.039,0.468,0.971,0,0.39,0,
KPC3_645_0,18,-0.02,0.372,0.164,0.643,0,0.137,0,
KPC3_645_1,18,-0.02,0.844,0.206,0.986,0,0.172,0,
KPC3_646_0,18,-1.03,0.406,0.262,1.471,0,0.218,0,
KPC3_646_1,18,-1.03,1.006,0.249,1.971,0,0.207,0,
KPC3_647_0,18,-2.02,-0.328,0.256,0.743,0,0.214,0,
KPC3_647_1,18,-2.02,-1.183,0.224,-0.057,0,0.187,0,
KPC3_648_0,18,0.97,0.028,0.203,0.9,0,0.251,1,motif_NG
KPC3_648_1,18,0.97,0.117,0.203,0.9,0,0.251,1,motif_NG
KPC3_649_0,18,0.97,-1.067,0.37,-0.671,0,0.389,1,motif_DP
KPC3_649_1,18,-0.03,-1.189,0.424,-0.671,0,0.353,1,motif_DP
KPC3_650_0,36,-1.02,1.364,0.127,1.943,0,0.106,1,homopolymer_run>=4
KPC3_650_1,36,-1.02,1.386,0.138,1.8,0,0.115,1,homopolymer_run>=4
KPC3_651_0,36,-1.02,-0.289,0.37,1.286,0,0.309,0,
KPC3_651_1,36,-4.02,0.192,0.239,1.429,0,0.199,0,
KPC3_652_0,36,-4.02,-0.125,0.551,1.229,0,0.459,1,homopolymer_run>=4
KPC3_652_1,36,-6.02,-0.442,0.434,1.157,0,0.361,0,
KPC3_653_0,36,-0.02,0.844,0.165,1.6,0,0.137,1,homopolymer_run>=4
KPC3_653_1,36,0.98,0.886,0.38,1.943,0,0.398,1,homopolymer_run>=4
KPC3_654_0,36,-0.02,0.711,0.102,1.543,0,0.085,1,homopolymer_run>=4
KPC3_654_1,36,-0.02,0.347,0.168,1.543,0,0.14,1,homopolymer_run>=4
KPC3_655_0,36,-0.02,0.956,0.265,2.371,0,0.221,3,motif_NG;motif_DG;homopolymer_run>=4
KPC3_655_1,36,0.01,0.903,0.261,2.429,0,0.218,2,motif_DG;homopolymer_run>=4
KPC3_656_0,36,-2.02,-0.028,0.161,1.029,0,0.134,1,homopolymer_run>=4
KPC3_656_1,36,-1.02,-0.097,0.161,0.257,0,0.134,1,homopolymer_run>=4
KPC3_657_0,36,-1.02,-0.206,0.608,0.957,0,0.5,2,motif_DP;homopolymer_run>=4
KPC3_657_1,36,-0.02,0.053,0.538,1.6,0,0.448,1,homopolymer_run>=4
